Milliseconds,X,Y,Z,cos,headingAccuracy
11,0.176347,0.189843,0.735055,0.626541,246.0
100,0.176205,0.189839,0.735056,0.626582,246.0
200,0.176315,0.189736,0.735129,0.626496,246.0
300,0.175788,0.189621,0.73546,0.62629,246.0
400,0.175376,0.189527,0.736142,0.625633,246.0
501,0.175501,0.189702,0.736307,0.625351,246.0
600,0.175503,0.189444,0.736573,0.625115,246.0
700,0.17551,0.189296,0.736853,0.624827,246.0
800,0.175496,0.189272,0.736969,0.624702,246.0
901,0.175508,0.189229,0.736637,0.625103,246.0
1000,0.175573,0.189554,0.736409,0.625255,246.0
1100,0.17555,0.189539,0.736274,0.625425,246.0
1200,0.175464,0.189511,0.736436,0.625266,246.0
1301,0.175375,0.189282,0.73659,0.62518,246.0
1400,0.175498,0.189171,0.736717,0.625029,246.0
1500,0.175684,0.189195,0.736715,0.624972,246.0
1600,0.175577,0.189056,0.73675,0.625003,246.0
1701,0.175681,0.189142,0.736693,0.625015,246.0
1800,0.175516,0.189123,0.736498,0.625297,246.0
1901,0.17529,0.189174,0.736623,0.625197,246.0
2000,0.17507,0.189323,0.736949,0.624829,246.0
2100,0.174945,0.189238,0.737291,0.624486,246.0
2201,0.174957,0.189204,0.737353,0.624421,246.0
2300,0.175089,0.189024,0.737452,0.624321,246.0
2400,0.175167,0.189052,0.737463,0.624278,246.0
2500,0.175352,0.189025,0.737321,0.624402,246.0
2600,0.175367,0.189267,0.73706,0.624632,246.0
2701,0.175508,0.189345,0.736885,0.624775,246.0
2800,0.175725,0.189376,0.736762,0.62485,246.0
2900,0.175622,0.189422,0.736549,0.625116,246.0
3000,0.175837,0.189421,0.736335,0.625308,246.0
3100,0.176163,0.189119,0.736313,0.625334,246.0
3201,0.176479,0.189024,0.736139,0.625478,246.0
3300,0.176717,0.188856,0.735925,0.625713,246.0
3400,0.176928,0.18885,0.735649,0.62598,246.0
3501,0.176808,0.188903,0.735674,0.625969,246.0
3600,0.176723,0.188888,0.735687,0.625982,246.0
3700,0.17645,0.188873,0.736026,0.625664,246.0
3800,0.176232,0.188817,0.735938,0.625847,246.0
3901,0.176417,0.188805,0.736293,0.62538,246.0
4000,0.176617,0.188643,0.736205,0.625477,246.0
4100,0.176735,0.188485,0.735969,0.625769,246.0
4200,0.176711,0.188511,0.736111,0.6256,246.0
4300,0.176563,0.188532,0.736218,0.62551,246.0
4400,0.176392,0.188633,0.736441,0.625265,246.0
4501,0.176297,0.188682,0.736366,0.625366,246.0
4600,0.176441,0.188995,0.736091,0.625555,246.0
4700,0.176648,0.189196,0.735805,0.625771,246.0
4800,0.17677,0.189122,0.73558,0.626024,246.0
4901,0.17684,0.189174,0.735525,0.626052,246.0
5000,0.17714,0.188921,0.735515,0.626057,246.0
5100,0.177134,0.188796,0.735444,0.626179,246.0
5201,0.177192,0.1889,0.735267,0.626339,246.0
5300,0.177398,0.188827,0.735167,0.62642,246.0
5400,0.177462,0.188753,0.735211,0.626373,246.0
5500,0.177513,0.188705,0.735448,0.626094,246.0
5601,0.177522,0.188882,0.735125,0.626418,246.0
5700,0.177655,0.189015,0.734737,0.626795,246.0
5801,0.177487,0.189105,0.734675,0.626888,246.0
5900,0.177717,0.189121,0.734577,0.626932,246.0
6000,0.177906,0.189186,0.734543,0.626899,246.0
6100,0.178334,0.188948,0.734172,0.627285,246.0
6201,0.178474,0.188823,0.734061,0.627411,246.0
6300,0.178515,0.188585,0.734145,0.627374,246.0
6400,0.178398,0.188427,0.734031,0.627587,246.0
6500,0.178226,0.188474,0.734374,0.627221,246.0
6600,0.178155,0.188504,0.734464,0.627127,246.0
6700,0.178306,0.188488,0.734213,0.627382,246.0
6801,0.178442,0.188686,0.733987,0.627549,246.0
6900,0.178441,0.188834,0.733888,0.627621,246.0
7000,0.178211,0.189047,0.733655,0.627893,246.0
7100,0.177907,0.189109,0.733863,0.627718,246.0
7200,0.1779,0.188986,0.734066,0.62752,246.0
7300,0.177766,0.189028,0.734197,0.627393,246.0
7400,0.177774,0.18883,0.73435,0.62727,246.0
7500,0.177693,0.188853,0.734248,0.627405,246.0
7600,0.17771,0.188808,0.734723,0.626858,246.0
7700,0.177556,0.188797,0.734728,0.626899,246.0
7800,0.177566,0.188807,0.734756,0.626861,246.0
7901,0.177556,0.189027,0.734612,0.626966,246.0
8000,0.177593,0.189148,0.734512,0.627036,246.0
8100,0.177436,0.189255,0.734376,0.627207,246.0
8200,0.177571,0.189277,0.734514,0.627001,246.0
8300,0.177624,0.189149,0.734422,0.627132,246.0
8401,0.177669,0.188863,0.734472,0.627147,246.0
8500,0.17758,0.188929,0.734511,0.627107,246.0
8600,0.177697,0.188877,0.734362,0.627263,246.0
8700,0.177659,0.18876,0.73465,0.626972,246.0
8800,0.177681,0.188644,0.734829,0.626791,246.0
8901,0.177441,0.188353,0.735108,0.62662,246.0
9000,0.177239,0.188716,0.73533,0.626307,246.0
9100,0.177267,0.188829,0.735275,0.62633,246.0
9200,0.17715,0.188881,0.735222,0.626409,246.0
9301,0.177281,0.188826,0.735059,0.62658,246.0
9400,0.177406,0.188792,0.735075,0.626536,246.0
9500,0.177326,0.188766,0.734915,0.626755,246.0
9600,0.177501,0.188746,0.735132,0.626456,246.0
9701,0.177385,0.18863,0.735031,0.626642,246.0
9800,0.177248,0.188707,0.73515,0.626519,246.0
9900,0.177383,0.188827,0.735133,0.626464,246.0
10000,0.177088,0.188491,0.73544,0.626289,246.0
10100,0.177168,0.188811,0.735491,0.626109,246.0
10200,0.177369,0.188761,0.735367,0.626213,246.0
10301,0.177794,0.188737,0.734914,0.626632,246.0
10400,0.178076,0.188604,0.7348,0.626725,246.0
10500,0.178283,0.188512,0.734716,0.626793,246.0
10600,0.178344,0.188549,0.734375,0.627164,246.0
10700,0.178389,0.188607,0.734234,0.627299,246.0
10801,0.17842,0.188845,0.734068,0.627413,246.0
10901,0.178496,0.188842,0.733881,0.627611,246.0
11000,0.178536,0.188966,0.733869,0.627576,246.0
11100,0.178539,0.188911,0.733626,0.627876,246.0
11200,0.178497,0.188961,0.733502,0.628018,246.0
11301,0.17829,0.189036,0.733599,0.62794,246.0
11400,0.178156,0.188945,0.733767,0.627809,246.0
11500,0.178125,0.188774,0.734152,0.627419,246.0
11600,0.178155,0.188647,0.734424,0.627131,246.0
11700,0.178083,0.188581,0.734383,0.627219,246.0
11801,0.178057,0.188608,0.73451,0.627069,246.0
11900,0.178016,0.1887,0.734533,0.627026,246.0
12000,0.177757,0.188831,0.734497,0.627102,246.0
12100,0.177682,0.18887,0.734615,0.626974,246.0
12200,0.177674,0.188865,0.734565,0.627037,246.0
12301,0.17765,0.188974,0.734584,0.626988,246.0
12400,0.17775,0.189007,0.734626,0.626901,246.0
12500,0.177838,0.18897,0.734398,0.627153,246.0
12600,0.178082,0.189013,0.734062,0.627465,246.0
12700,0.178464,0.189091,0.733906,0.627516,246.0
12801,0.17879,0.188928,0.73344,0.628017,246.0
12900,0.1789,0.189021,0.733258,0.62817,246.0
13000,0.178835,0.189009,0.733275,0.628172,246.0
13101,0.17851,0.188911,0.733353,0.628203,246.0
13200,0.17844,0.188951,0.73359,0.627934,246.0
13300,0.178342,0.188934,0.733836,0.627679,246.0
13400,0.178381,0.188935,0.733813,0.627695,246.0
13501,0.178459,0.188963,0.733686,0.627812,246.0
13600,0.178449,0.189045,0.733667,0.627812,246.0
13700,0.178623,0.189209,0.733377,0.628053,246.0
13801,0.178785,0.18924,0.733157,0.628253,246.0
13900,0.17871,0.189313,0.732943,0.628503,246.0
14000,0.1786,0.189477,0.732759,0.628699,246.0
14100,0.178387,0.189501,0.732897,0.628592,246.0
14200,0.178613,0.189368,0.732848,0.628625,246.0
14300,0.178625,0.189185,0.732863,0.628659,246.0
14401,0.178646,0.189272,0.733125,0.628322,246.0
14500,0.178645,0.189352,0.732778,0.628702,246.0
14600,0.17883,0.189278,0.732779,0.628671,246.0
14700,0.178796,0.189351,0.73264,0.628821,246.0
14801,0.178827,0.189376,0.732673,0.628766,246.0
14900,0.178846,0.189246,0.732793,0.628659,246.0
15000,0.178763,0.189628,0.732606,0.628786,246.0
15100,0.178678,0.189791,0.73247,0.628919,246.0
15200,0.178797,0.18954,0.732627,0.628778,246.0
15301,0.178797,0.189428,0.732631,0.628807,246.0
15400,0.178842,0.189585,0.732637,0.62874,246.0
15500,0.178726,0.189481,0.732721,0.628707,246.0
15600,0.178712,0.189205,0.733156,0.628286,246.0
15701,0.179013,0.189405,0.732973,0.628355,246.0
15800,0.179152,0.189137,0.732829,0.628563,246.0
15900,0.17934,0.189122,0.732707,0.628656,246.0
16000,0.179424,0.188841,0.732919,0.62847,246.0
16100,0.179644,0.188598,0.73297,0.62842,246.0
16200,0.179695,0.188686,0.732651,0.628752,246.0
16301,0.179592,0.188743,0.732688,0.628721,246.0
16400,0.17946,0.188585,0.73276,0.628721,246.0
16500,0.179293,0.18858,0.732945,0.628555,246.0
16600,0.17899,0.188441,0.73324,0.628339,246.0
16700,0.178891,0.188431,0.733547,0.628012,246.0
16800,0.178732,0.188362,0.733761,0.627828,246.0
16901,0.178708,0.18843,0.733922,0.627626,246.0
17000,0.17869,0.188411,0.734042,0.627496,246.0
17100,0.178413,0.188473,0.733983,0.627625,246.0
17200,0.178247,0.188518,0.73429,0.6273,246.0
17301,0.178239,0.188523,0.734285,0.627306,246.0
17400,0.178245,0.1885,0.734403,0.627174,246.0
17500,0.178249,0.188546,0.734394,0.62717,246.0
17600,0.178507,0.188636,0.734284,0.627197,246.0
17701,0.178494,0.188758,0.733916,0.627595,246.0
17800,0.178463,0.188764,0.733818,0.627717,246.0
17900,0.17856,0.188775,0.733692,0.627834,246.0
18000,0.178589,0.18901,0.7333,0.628212,246.0
18100,0.178544,0.188996,0.733292,0.628238,246.0
18200,0.178468,0.189145,0.733185,0.62834,246.0
18301,0.17849,0.189078,0.733424,0.628075,246.0
18400,0.178616,0.189066,0.733268,0.628225,246.0
18500,0.178708,0.188916,0.733321,0.628182,246.0
18600,0.178697,0.188889,0.733414,0.628085,246.0
18701,0.1787,0.189163,0.733146,0.628314,246.0
18800,0.178679,0.189146,0.73305,0.628437,246.0
18900,0.17883,0.189453,0.732804,0.628589,246.0
19000,0.179023,0.189623,0.732384,0.628972,246.0
19100,0.179168,0.189572,0.732053,0.629332,246.0
19201,0.179036,0.189544,0.732064,0.629365,246.0
19300,0.179017,0.189473,0.732087,0.629365,246.0
19400,0.179108,0.189495,0.732209,0.629191,246.0
19500,0.179274,0.189413,0.732254,0.629114,246.0
19601,0.179436,0.189136,0.732174,0.629246,246.0
19700,0.1795,0.189271,0.731979,0.629414,246.0
19800,0.179162,0.189049,0.732175,0.629348,246.0
19900,0.178932,0.189036,0.732673,0.628838,246.0
20000,0.17891,0.18912,0.732808,0.628662,246.0
20101,0.179041,0.188936,0.732798,0.628692,246.0
20200,0.179166,0.188814,0.732842,0.628641,246.0
20300,0.179177,0.188951,0.732689,0.628775,246.0
20400,0.179071,0.188781,0.732502,0.629074,246.0
20500,0.178673,0.189106,0.733423,0.628016,246.0
20600,0.177896,0.189533,0.733784,0.627686,246.0
20701,0.177342,0.189269,0.733768,0.627941,246.0
20800,0.177378,0.189477,0.734591,0.626905,246.0
20903,0.177741,0.189236,0.73459,0.626877,246.0
21000,0.178109,0.189094,0.734011,0.627493,246.0
21100,0.178303,0.189177,0.733773,0.62769,246.0
21200,0.17867,0.188996,0.733339,0.628148,246.0
21300,0.178651,0.188883,0.733101,0.628465,246.0
21401,0.17874,0.188886,0.733226,0.628293,246.0
21500,0.178957,0.188845,0.733085,0.628408,246.0
21600,0.179054,0.188626,0.732953,0.6286,246.0
21700,0.179129,0.18865,0.733062,0.628445,246.0
21800,0.178971,0.188606,0.733137,0.628414,246.0
21901,0.178318,0.189016,0.733499,0.628055,246.0
22000,0.178184,0.188167,0.733111,0.628801,246.0
22100,0.179466,0.18708,0.730386,0.631924,246.0
22200,0.18194,0.184544,0.72131,0.642302,246.0
22300,0.183725,0.183086,0.715433,0.648752,246.0
22400,0.184527,0.182414,0.712913,0.651482,246.0
22501,0.185087,0.181975,0.712094,0.652341,246.0
22600,0.185105,0.1819,0.712006,0.652452,246.0
22700,0.185154,0.182041,0.712158,0.652233,246.0
22800,0.18524,0.182005,0.711584,0.652846,246.0
22900,0.185835,0.181732,0.709681,0.654821,246.0
23001,0.186266,0.181381,0.708285,0.656305,246.0
23100,0.186631,0.181192,0.707821,0.656754,246.0
23200,0.185923,0.181498,0.709985,0.654531,246.0
23301,0.185841,0.181488,0.71061,0.653878,246.0
23400,0.185653,0.181787,0.710948,0.653481,246.0
23500,0.185685,0.181586,0.710708,0.65379,246.0
23601,0.185549,0.18194,0.711315,0.653069,246.0
23700,0.185564,0.182234,0.712147,0.652075,246.0
23800,0.185254,0.182464,0.712809,0.651375,246.0
23900,0.185491,0.182206,0.712255,0.651986,246.0
24000,0.185771,0.182037,0.711175,0.653131,246.0
24101,0.185994,0.181848,0.710522,0.65383,246.0
24200,0.186178,0.181831,0.710707,0.653582,246.0
24300,0.186041,0.181895,0.710724,0.653584,246.0
24400,0.185919,0.182039,0.710788,0.65351,246.0
24501,0.185987,0.182121,0.71086,0.653389,246.0
24600,0.185813,0.182103,0.710888,0.653414,246.0
24700,0.185795,0.182186,0.710803,0.653487,246.0
24800,0.18556,0.182305,0.710897,0.653419,246.0
24901,0.185447,0.182302,0.711043,0.653293,246.0
25000,0.185614,0.182374,0.711013,0.653258,246.0
25100,0.185775,0.182285,0.711051,0.653196,246.0
25200,0.18607,0.182028,0.710702,0.653563,246.0
25301,0.186115,0.181985,0.710591,0.653683,246.0
25400,0.186136,0.182091,0.710493,0.653755,246.0
25500,0.186023,0.182076,0.710567,0.65371,246.0
25600,0.186275,0.182016,0.710496,0.653732,246.0
25700,0.186316,0.181936,0.71048,0.65376,246.0
25801,0.186301,0.181883,0.710554,0.653698,246.0
25900,0.186234,0.181904,0.710571,0.653693,246.0
26000,0.186299,0.181977,0.710567,0.653659,246.0
26100,0.1864,0.181972,0.710562,0.653637,246.0
26201,0.186494,0.182004,0.710484,0.653686,246.0
26300,0.186786,0.18208,0.710181,0.65391,246.0
26400,0.186852,0.181692,0.710274,0.653899,246.0
26500,0.186925,0.181684,0.710174,0.653989,246.0
26600,0.186936,0.181662,0.710128,0.654042,246.0
26700,0.186963,0.181588,0.710264,0.653906,246.0
26800,0.186894,0.181778,0.710254,0.653884,246.0
26900,0.186918,0.181752,0.710331,0.653801,246.0
27000,0.186859,0.181917,0.709855,0.654289,246.0
27100,0.186924,0.182068,0.709808,0.65428,246.0
27200,0.186923,0.181856,0.709727,0.654427,246.0
27301,0.187142,0.181839,0.709769,0.654323,246.0
27400,0.187443,0.181908,0.709552,0.654453,246.0
27500,0.187663,0.181609,0.709087,0.654977,246.0
27600,0.187855,0.181827,0.708923,0.655039,246.0
27701,0.187791,0.181775,0.708862,0.655138,246.0
27800,0.187888,0.181764,0.708921,0.65505,246.0
27900,0.187863,0.181825,0.708829,0.655139,246.0
28000,0.188031,0.181782,0.708695,0.655248,246.0
28100,0.188057,0.181678,0.70851,0.655469,246.0
28201,0.187998,0.181806,0.708363,0.655609,246.0
28300,0.187977,0.181746,0.708448,0.65554,246.0
28400,0.188175,0.181822,0.708408,0.655506,246.0
28500,0.18799,0.181532,0.708485,0.655555,246.0
28601,0.188552,0.181701,0.708522,0.655307,246.0
28700,0.188319,0.181831,0.708111,0.655782,246.0
28800,0.18831,0.182,0.708133,0.655714,246.0
28900,0.188135,0.181861,0.707965,0.655984,246.0
29000,0.188167,0.182181,0.708014,0.655833,246.0
29101,0.188122,0.182066,0.707902,0.656,246.0
29200,0.188259,0.182196,0.707857,0.655972,246.0
29300,0.188366,0.181893,0.707717,0.656177,246.0
29400,0.1883,0.182102,0.707631,0.656231,246.0
29500,0.188266,0.182196,0.707691,0.656149,246.0
29600,0.188197,0.182243,0.707656,0.656194,246.0
29701,0.188157,0.181973,0.70784,0.656081,246.0
29800,0.188116,0.18188,0.708118,0.65582,246.0
29900,0.187954,0.181687,0.708213,0.655817,246.0
30000,0.187707,0.181819,0.708656,0.655372,246.0
30100,0.18762,0.181858,0.708833,0.655195,246.0
30201,0.187758,0.181984,0.708763,0.655196,246.0
30300,0.187842,0.182,0.708497,0.655455,246.0
30400,0.188124,0.181769,0.708368,0.655578,246.0
30500,0.188098,0.18175,0.708257,0.65571,246.0
30601,0.188286,0.181861,0.708082,0.655815,246.0
30701,0.187685,0.182015,0.708292,0.655718,246.0
30801,0.187179,0.182583,0.708485,0.655495,246.0
30900,0.187185,0.182454,0.708487,0.655528,246.0
31000,0.187147,0.182319,0.708675,0.655373,246.0
31100,0.187441,0.182017,0.708729,0.655315,246.0
31201,0.187452,0.182225,0.708487,0.655515,246.0
31300,0.186836,0.182368,0.708326,0.655825,246.0
31400,0.186797,0.182536,0.708956,0.655109,246.0
31500,0.186995,0.182312,0.709219,0.65483,246.0
31601,0.187182,0.182043,0.709012,0.655076,246.0
31700,0.187102,0.181987,0.708959,0.655171,246.0
31800,0.186736,0.182033,0.709686,0.654475,246.0
31900,0.186833,0.181982,0.709527,0.654634,246.0
32000,0.186785,0.181964,0.709671,0.654496,246.0
32100,0.186942,0.181962,0.709773,0.654342,246.0
32200,0.186743,0.181779,0.710024,0.654177,246.0
32300,0.186993,0.181363,0.71042,0.653791,246.0
32401,0.187513,0.181187,0.710185,0.653946,246.0
32500,0.187809,0.18123,0.709553,0.654536,246.0
32600,0.187636,0.181638,0.709358,0.654684,246.0
32700,0.187077,0.182037,0.709782,0.654272,246.0
32800,0.187004,0.182205,0.709323,0.654744,246.0
32901,0.186823,0.182156,0.709368,0.654761,246.0
33000,0.186928,0.182296,0.709437,0.654617,246.0
33100,0.18685,0.182379,0.709133,0.654946,246.0
33200,0.187306,0.182343,0.708947,0.655026,246.0
33301,0.187963,0.182042,0.708696,0.655194,246.0
33400,0.188255,0.181578,0.708332,0.655632,246.0
33500,0.188181,0.181493,0.708274,0.655739,246.0
33601,0.18797,0.181542,0.708748,0.655274,246.0
33703,0.187886,0.181664,0.708758,0.655254,246.0
33800,0.187993,0.181661,0.709001,0.654961,246.0
33902,0.188076,0.181584,0.708857,0.655115,246.0
34001,0.188055,0.18134,0.708921,0.655119,246.0
34101,0.188118,0.18145,0.708942,0.655047,246.0
34200,0.188201,0.181459,0.70889,0.655077,246.0
34300,0.188434,0.18164,0.70849,0.655393,246.0
34401,0.188515,0.181386,0.708455,0.655478,246.0
34500,0.188575,0.181149,0.708448,0.655534,246.0
34600,0.188357,0.181094,0.708702,0.655337,246.0
34700,0.188151,0.181293,0.708831,0.655201,246.0
34800,0.18812,0.181429,0.708839,0.655164,246.0
34901,0.187991,0.1811,0.709098,0.655012,246.0
35000,0.187917,0.181209,0.709378,0.654699,246.0
35100,0.188074,0.18124,0.709284,0.654747,246.0
35200,0.188277,0.181335,0.709082,0.654882,246.0
35302,0.188381,0.181412,0.708691,0.655254,246.0
35401,0.188411,0.18149,0.708581,0.655343,246.0
35500,0.188471,0.18146,0.708307,0.655629,246.0
35600,0.188423,0.181464,0.708383,0.65556,246.0
35700,0.188477,0.181423,0.708352,0.655589,246.0
35801,0.188255,0.181388,0.708293,0.655726,246.0
35902,0.187924,0.181443,0.7087,0.655367,246.0
36002,0.187677,0.181574,0.709034,0.65504,246.0
36100,0.187652,0.181702,0.709257,0.65477,246.0
36200,0.187552,0.181541,0.70925,0.654851,246.0
36301,0.187682,0.181398,0.709418,0.654671,246.0
36400,0.187475,0.181294,0.709443,0.654733,246.0
36500,0.187256,0.181313,0.710025,0.654159,246.0
36601,0.187153,0.181369,0.710171,0.654014,246.0
36701,0.187213,0.181443,0.710058,0.654099,246.0
36800,0.187114,0.181555,0.709996,0.654164,246.0
36900,0.187237,0.181572,0.709977,0.654145,246.0
37000,0.18708,0.181277,0.709993,0.654253,246.0
37101,0.186879,0.181457,0.710247,0.653986,246.0
37200,0.187006,0.181554,0.710355,0.653805,246.0
37300,0.187043,0.181393,0.710456,0.653729,246.0
37400,0.187325,0.18108,0.710258,0.65395,246.0
37500,0.187162,0.180977,0.710501,0.653761,246.0
37601,0.187091,0.181121,0.710544,0.653695,246.0
37701,0.187077,0.181157,0.710752,0.653463,246.0
37800,0.187074,0.181011,0.710877,0.653369,246.0
38187,0.186734,0.181195,0.711272,0.652985,246.0
38187,0.186734,0.181195,0.711272,0.652985,246.0
38187,0.186734,0.181195,0.711272,0.652985,246.0
38201,0.186767,0.18121,0.711254,0.652991,246.0
38301,0.186975,0.181187,0.710882,0.653343,246.0
38404,0.186931,0.18109,0.710903,0.653359,246.0
38501,0.186967,0.181084,0.710995,0.65325,246.0
38600,0.186905,0.181171,0.710822,0.653432,246.0
38701,0.186746,0.18151,0.710801,0.653406,246.0
38800,0.186384,0.182669,0.711813,0.652084,246.0
38900,0.185241,0.18277,0.714551,0.649381,246.0
39000,0.184943,0.183384,0.716455,0.647192,246.0
39100,0.184036,0.184483,0.72005,0.643135,246.0
39202,0.181416,0.187075,0.729037,0.632925,246.0
39300,0.180072,0.188302,0.733018,0.628331,246.0
39400,0.179176,0.188978,0.735274,0.625743,246.0
39501,0.177914,0.189221,0.738911,0.621731,246.0
39600,0.17835,0.189148,0.738763,0.621806,246.0
39702,0.178203,0.188874,0.736541,0.62456,246.0
39800,0.176738,0.189925,0.73658,0.624612,246.0
39900,0.175758,0.190553,0.737628,0.62346,246.0
40001,0.174296,0.191293,0.739962,0.620872,246.0
40100,0.173052,0.192171,0.746737,0.612785,246.0
40200,0.171302,0.192685,0.762112,0.593895,246.0
40302,0.170988,0.192453,0.775073,0.577048,246.0
40401,0.17025,0.192871,0.777699,0.573584,246.0
40500,0.16929,0.194151,0.773748,0.578756,246.0
40600,0.167361,0.196785,0.770967,0.582129,246.0
40700,0.164666,0.19901,0.769991,0.583431,246.0
40803,0.162846,0.201077,0.770706,0.582288,246.0
40903,0.162407,0.201278,0.76999,0.583288,246.0
41000,0.162535,0.201477,0.769326,0.584059,246.0
41100,0.162687,0.201287,0.768765,0.584821,246.0
41200,0.162569,0.20136,0.769215,0.584236,246.0
41300,0.162097,0.20178,0.769222,0.584213,246.0
41401,0.162466,0.201562,0.76809,0.585673,246.0
41500,0.162863,0.201124,0.767531,0.586447,246.0
41602,0.163156,0.2008,0.766884,0.587321,246.0
41700,0.163072,0.200731,0.76689,0.587361,246.0
41801,0.163267,0.200618,0.766575,0.587757,246.0
41903,0.163326,0.200303,0.767175,0.587064,246.0
42000,0.163185,0.200618,0.767665,0.586354,246.0
42100,0.163083,0.200563,0.767993,0.585972,246.0
42207,0.163324,0.200478,0.768861,0.584795,246.0
42301,0.163846,0.199981,0.768957,0.584692,246.0
42400,0.163778,0.199629,0.769518,0.584094,246.0
42500,0.164475,0.199145,0.768969,0.584785,246.0
42600,0.165294,0.198544,0.767167,0.587121,246.0
42701,0.16566,0.198183,0.766109,0.588519,246.0
42800,0.165939,0.197837,0.765628,0.589184,246.0
42900,0.166068,0.197643,0.765319,0.589614,246.0
43000,0.166115,0.197541,0.765372,0.589566,246.0
43100,0.166003,0.197518,0.765312,0.589682,246.0
43201,0.166106,0.197585,0.765245,0.589719,246.0
43300,0.16607,0.197515,0.765308,0.58967,246.0
43400,0.166211,0.197595,0.765144,0.589816,246.0
43500,0.166456,0.19731,0.765224,0.589739,246.0
43601,0.167553,0.196366,0.764962,0.590084,246.0
43700,0.169217,0.19532,0.764399,0.590685,246.0
43801,0.171677,0.192771,0.764158,0.591124,246.0
43902,0.173755,0.190637,0.763752,0.591733,246.0
